Artigo,Data,Kg
CV/CO CONV. 30/1NE(19.8TEX) 60%CV 40%CO,04/03/2018,4023
CV/PA CONV. 30/1NE(19.8TEX) 70%CV 30%PA,04/03/2018,3674
RED SPIN 90/21DEN(10TEX) 300T 93%PA 7%PUE SO,05/03/2018,1378
DTY 75/36DEN(8.3TEX) 100%PA SO,05/03/2018,314
POY 125/72DEN(13.9TEX) 100%PES SO,06/03/2018,3248
DTY 190/54DEN(21.1TEX) 100%PA SO,06/03/2018,1343
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,07/03/2018,2126
SDY 20DEN(2.2TEX) 100%PES BR,08/03/2018,2631
ELASTANO 40/3DEN(4.4TEX) 100%PUE SO,08/03/2018,1109
SDY 45/36DEN(5TEX) 100%PES SO,08/03/2018,3933
POY 126/34DEN(14TEX) 100%PES SO,09/03/2018,705
DTY 78/72DEN(8.7TEX) 100%PA(PA 6) FD,10/03/2018,3508
ALGODAO OE 26/1NE(22.7TEX) 100%CO,11/03/2018,3245
FIO MX-1/100 87DEN(9.7TEX) 65%PES 35%PA BR,11/03/2018,3671
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,12/03/2018,1671
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,12/03/2018,2621
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,13/03/2018,3943
ELASTANO 15DEN(1.7TEX) 100%PUE BR,13/03/2018,4199
DTY 150/48DEN(16.7TEX) 0T 100%PES,14/03/2018,1230
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6) SO,15/03/2018,707
CV/CL CONV. 30/1NE(19.8TEX) 80%CV 20%CL,15/03/2018,480
DTY 75/34DEN(8.3TEX) 2H 0T 100%PES SO,15/03/2018,2190
SDY 75/36DEN(8.3TEX) 100%PES BR,15/03/2018,1051
ELASTANO 20DEN(2.2TEX) 100%PUE BR,15/03/2018,1969
POY CATIONICO 250/48DEN(27.8TEX) 100%PES SO,16/03/2018,1058
VISCOSE OE 36/1NE(16.5TEX) 100%CV,17/03/2018,2881
CO/PES BLEND 30/1NE(19.8TEX) 60%CO 40%PES,17/03/2018,245
PES FIADO FLAME CONV 30/1NE(19.8TEX) 100%PES,17/03/2018,2682
VISCOSE CONV. 30/1NE(19.8TEX) 100%CV,17/03/2018,2145
PES/CV CONV. 30/1NE(19.8TEX) 65%PES 35%CV,18/03/2018,646
CV/PA CONV. 30/1NE(19.8TEX) 70%CV 30%PA,19/03/2018,4377
NICOMA 20/1NE(29.7TEX) 100%PA SO,20/03/2018,3131
PES FIADO 120 - 5.000mt 100%PES  - BRANCO,20/03/2018,684
FIO MX-1/69 108DEN(12TEX) 55%PES 45%PA BR,20/03/2018,608
SDY 45/36DEN(5TEX) 100%PES SO,20/03/2018,3697
ELASTANO 20/1DEN(2.2TEX) 100%PUE SO,21/03/2018,2157
CHUVISCO 40/24DEN(4.4TEX) 100%PES SO,22/03/2018,3292
DTY 75/72DEN(8.3TEX) 2H MI 100%PES SO,23/03/2018,1568
PP 360/64DEN(40TEX) 100%PP SO,24/03/2018,1656
PES FIADO 120 - 5.000mt 100%PES  - PRETO,25/03/2018,3237
PES/CV MVS 40/1NE(14.9TEX) 67%PES 33%CV,26/03/2018,374
SDY 33/10DEN(3.7TEX) 100%PA SO,27/03/2018,3280
FIO MX-1/69 108DEN(12TEX) 62%PES 38%PA BR,27/03/2018,4194
ALGODAO CONV. 30/1NE(19.8TEX) 100%CO,27/03/2018,836
ALGODAO OE 30/1NE(19.8TEX) 100%CO,28/03/2018,2751
ALGODAO OE 30/1NE(19.8TEX) 100%CO,28/03/2018,2609
CV/PA CONV. 30/1NE(19.8TEX) 70%CV 30%PA,29/03/2018,4530
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,30/03/2018,3039
DTY 75/34DEN(8.3TEX) 2H 0T 100%PES SO,31/03/2018,1883
PES FIADO OE 40/1NE(14.9TEX) 100%PES,01/04/2018,4473
PES FIADO FLAME CONV 30/1NE(19.8TEX) 100%PES,01/04/2018,1226
CV/CL/CO CONV. 30/1NE(19.8TEX) 80%CV 10%CL 10%CO,02/04/2018,4892
GENTOS 130/384DEN(14.4TEX) 100%PES SO,02/04/2018,3217
PES FIADO OE 30/1NE(19.8TEX) 100%PES,02/04/2018,2518
VISCOSE CONV. 40/1NE(14.9TEX) 100%CV,02/04/2018,3866
DTY 2X70/68DEN(15.6TEX) HI 100%PA SO,02/04/2018,1132
ATY 200/144DEN(22.2TEX) 100%PA(PA 6) FD,03/04/2018,1408
BAMBOO CONV. 30/1NE(19.8TEX) 67%CV 33%PA,03/04/2018,3099
PAC/WO CONV. 24/1NE(24.TEX) 90%PAC 10%WO,03/04/2018,3889
PES/CV MVS 28/1NE(21.2TEX) 67%PES 33%CV,04/04/2018,3018
FORBES 6 370/99DEN(41.1TEX) 94%PES 6%PUE SO,05/04/2018,457
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA OP,06/04/2018,3900
DTY 2X160/48DEN(35.6TEX) MI 100%PES SO,07/04/2018,3003
DTY 75/34DEN(8.3TEX) 2H 0T 100%PES SO,08/04/2018,2989
CV/CLY OPEN END 30/1NE(19.8TEX) 78%CV 22%CLY,08/04/2018,365
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,09/04/2018,4472
RENOVASPIN B 190/60DEN(21.1TEX) 1000T 100%PES SO,09/04/2018,2224
ATY 200/144DEN(22.2TEX) 100%PA(PA 6) FD,10/04/2018,1784
SENSE 100/48DEN(11.1TEX) 1000T 100%PES SO,11/04/2018,2520
CV/PES OE 30/1NE(19.8TEX) 92%CV 8%PES,11/04/2018,1199
CV/PES OE 30/1NE(19.8TEX) 75%CV 25%PES,12/04/2018,4462
PES FIADO CONV. 60/1NE(9.9TEX) 100%PES,13/04/2018,1380
LINACEO 300/192DEN(33.3TEX) 0T 100%PES SO,13/04/2018,3942
PES FIADO CONV. 40/1NE(14.9TEX) 100%PES,14/04/2018,3753
ALGODAO PENT. COMPAC 40/1NE(14.9TEX) 100%CO,14/04/2018,3403
DTY 70/68DEN(7.8TEX) 100%PA(PA 6) SO,14/04/2018,1203
ATY 200/96DEN(22.2TEX) 100%PA(PA 6) FD,15/04/2018,2209
DTY 150/48DEN(16.7TEX) 100%PES  - VERDE ESCURO,16/04/2018,2962
RED SPIN 90/21DEN(10TEX) 300T 93%PA 7%PUE SO,17/04/2018,2406
PES FIADO 120 - 5.000mt 100%PES  - CREME,17/04/2018,4765
SDY 30DEN(3.3TEX) 100%PES SO,18/04/2018,613
DTY 200/96DEN(22.2TEX) 100%PES SO,19/04/2018,1435
DTY 325/96DEN(36.1TEX) LI 100%PES SO,20/04/2018,2529
DTY 75/72DEN(8.3TEX) 2H MI 100%PES SO,21/04/2018,2584
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA BR,21/04/2018,638
DTY 2X80/68DEN(17.8TEX) 100%PA(PA 6) FD,22/04/2018,50
FIO MX-1/100 87DEN(9.7TEX) 52%PES 48%PA BR,23/04/2018,4724
ELASTANO 70DEN(7.8TEX) 100%PUE BR,23/04/2018,3364
PES FIADO 120 - 5.000mt 100%PES  - VERDE ESCURO,24/04/2018,1266
POY 250/108DEN(27.8TEX) 100%PES SO,24/04/2018,2770
ALGODAO OE 10/1NE(59.5TEX) 100%CO,25/04/2018,1617
ALGODAO PENTEADO 40/1NE(14.9TEX) 100%CO,25/04/2018,3341
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%PES BR,25/04/2018,2659
CV/CO OPEN END 30/1NE(19.8TEX) 80%CV 20%CO,25/04/2018,665
CANCELADO-RESIDUO DE FIO-MX  PES52% PA48% SACOS,26/04/2018,885
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,27/04/2018,1510
FIO MX-1/100 110DEN(12.2TEX) 60%PES 40%MT BR,27/04/2018,4867
CHUVISCO 162/48DEN(18TEX) 100%PES SO,27/04/2018,3806
CMD/CO CONV. 30/1NE(19.8TEX) 50%CMD 50%CO,27/04/2018,3454
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,27/04/2018,4033
ICESPOL 145/60DEN(16.1TEX) 52%PES 48%PA SO,28/04/2018,282
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,29/04/2018,1779
BAMBOO CONV. 30/1NE(19.8TEX) 67%CV 33%PA,30/04/2018,904
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,30/04/2018,3495
GENTOS 130/408DEN(14.4TEX) 100%PES SO,30/04/2018,1488
PES FIADO OE 40/1NE(14.9TEX) 100%PES,30/04/2018,2559
LINACEO 300/96DEN(33.3TEX) 0T 100%PES SO,01/05/2018,2312
DTY 2X200/48DEN(44.4TEX) 100%PES SO,01/05/2018,4554
DTY 150/48DEN(16.7TEX) 100%PES SO,01/05/2018,1034
PAC/WO CONV. 24/1NE(24.TEX) 90%PAC 10%WO,01/05/2018,488
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6) SO,01/05/2018,4657
DTY 150/48DEN(16.7TEX) 100%PES  - CREME,01/05/2018,4777
CV/PES OE 30/1NE(19.8TEX) 96%CV 4%PES,02/05/2018,947
GENTOS 130/408DEN(14.4TEX) 100%PES SO,02/05/2018,841
FIO MX-1/69 108DEN(12TEX) 100%PA BR,03/05/2018,4651
PES FIADO OE 30/1NE(19.8TEX) 100%PES,03/05/2018,2379
DTY 300/72DEN(33.3TEX) 100%PES SO,04/05/2018,1029
ALGODAO FLAME CONV. 30/1NE(19.8TEX) 100%CO,05/05/2018,1526
FIO MX-1/69 108DEN(12TEX) 62%PES 38%PA BR,05/05/2018,4588
SILK LIKE 78/72DEN(8.7TEX) 100%PES SO,06/05/2018,2013
TREND-R 207/51DEN(23TEX) 93%PES 7%PUE SO,07/05/2018,2291
CHUVISCO 150/48DEN(16.7TEX) 100%PES SO,08/05/2018,3119
ELASTANO 20/1DEN(2.2TEX) 100%PUE SO,08/05/2018,308
FIO MX-1/100 140DEN(15.6TEX) 65%PES 35%PA BR,08/05/2018,1984
DTY 2X70/36DEN(15.6TEX) 100%PA SO,08/05/2018,1775
ATY 160/136DEN(17.8TEX) 100%PA SO,09/05/2018,3170
CV/PES OE 30/1NE(19.8TEX) 70%CV 30%PES,09/05/2018,2354
FIBRA HCS 7DX32MM 7DEN(0.8TEX) 100%PES SO,09/05/2018,1988
PES/CV MVS 30/1NE(19.8TEX) 65%PES 35%CV,09/05/2018,3786
CHUVISCO 100/48DEN(11.1TEX) 100%PES SO,09/05/2018,186
ELASTANO 15DEN(1.7TEX) 100%PUE BR,10/05/2018,3939
ATY 160/144DEN(17.7TEX) 100%PA(PA 6) FD,11/05/2018,1276
ELASTANO 40/3DEN(4.4TEX) 100%PUE SO,12/05/2018,2678
DTY 190/54DEN(21.1TEX) 100%PA SO,13/05/2018,4408
DTY 2X75/72DEN(16.7TEX) MI 100%PES SO,14/05/2018,1345
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA OP,15/05/2018,834
ELASTANO 840DEN(93.3TEX) 100%PUE SO,15/05/2018,832
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,15/05/2018,950
FIO MX-1/69 108DEN(12TEX) 100%PA BR,16/05/2018,567
ELASTANO 70DEN(7.8TEX) 100%PUE BR,17/05/2018,1314
PP 360/64DEN(40TEX) 100%PP SO,17/05/2018,1427
CV/WO CONV. 30/1NE(19.8TEX) 80%CV 20%WO,17/05/2018,3222
FIO MX-1/100 87DEN(9.7TEX) 65%PES 35%PA BR,17/05/2018,2661
ESPOL-S 150/72DEN(16.7TEX) 100%PES SO,18/05/2018,239
CV/PES CONV. 30/1NE(19.8TEX) 90%CV 10%PES,19/05/2018,4609
CV/PES OE 30/1NE(19.8TEX) 92%CV 8%PES,19/05/2018,3594
FIBRA HCS 7DX32MM 7DEN(0.8TEX) 100%PES SO,20/05/2018,1650
LINACEO TP 150/108DEN(16.7TEX) 2H 0T 100%PES SO,21/05/2018,2676
DTY 2X70/68DEN(15.6TEX) HI 100%PA SO,21/05/2018,1051
ATY 160/136DEN(17.8TEX) 100%PA SO,21/05/2018,1626
VISCOSE MVS 30/1NE(19.8TEX) 100%CV,21/05/2018,3614
PES FIADO OE 30/1NE(19.8TEX) 100%PES,22/05/2018,4816
DTY 300/96DEN(33.3TEX) 2H 0T 100%PES SO,23/05/2018,1654
ALGODAO PENTEADO 36/1NE(16.5TEX) 100%CO,24/05/2018,1592
ELASTANO 20DEN(2.2TEX) 100%PUE SO,25/05/2018,3439
FIO MX-1/69 108DEN(12TEX) 100%PA BR,26/05/2018,2560
KITE 115/39DEN(12.8TEX) 84%PES 16%PUE SO,27/05/2018,3864
OWSPIN 100/34DEN(11.1TEX) 600T 100%PES SO,28/05/2018,4649
POY 126/34DEN(14TEX) 100%PES SO,29/05/2018,4056
CV/CL CONV. 30/1NE(19.8TEX) 80%CV 20%CL,29/05/2018,499
SDY 240/12DEN(26.7TEX) 100%PES SO,29/05/2018,3529
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6.6) SO,29/05/2018,2460
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,30/05/2018,2050
PES FIADO CONV. 50/1NE(11.9TEX) 100%PES,30/05/2018,3013
PAC/WO CONV. 24/1NE(24.TEX) 90%PAC 10%WO,30/05/2018,3453
CRISPY 20DEN(2.2TEX) 100%PES SO,31/05/2018,1666
PES/CV MVS 28/1NE(21.2TEX) 65%PES 35%CV,01/06/2018,2275
DTY 100/108DEN(11.1TEX) MI 100%PES SO,02/06/2018,4173
ELASTANO 70DEN(7.8TEX) 100%PES OP,02/06/2018,319
LINACEO 150/96DEN(16.7TEX) 0T 100%PES SO,03/06/2018,3732
SDY 200/10DEN(22.2TEX) 100%PES SO,03/06/2018,3077
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,04/06/2018,2299
MIXSPIN 150/96DEN(16.7TEX) 1000T 100%PES SO,05/06/2018,1957
SDY 240/12DEN(26.7TEX) 100%PA SO,05/06/2018,3897
ELASTANO 20/1DEN(2.2TEX) 100%PUE SO,06/06/2018,3090
CV/WO CONV. 30/1NE(19.8TEX) 80%CV 20%WO,07/06/2018,3710
DTY 150/48DEN(16.7TEX) 100%PES,08/06/2018,4258
ELASTANO 36DEN(4TEX) 100%PUE SO,09/06/2018,604
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6.6) SO,10/06/2018,4413
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,10/06/2018,2079
GENTOS 65/204DEN(7.2TEX) 100%PES SO,10/06/2018,1920
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,11/06/2018,257
CV/PES CONV. 30/1NE(19.8TEX) 85%CV 15%PES,12/06/2018,2556
VISCOSE NEW FLAME 30/1NE(19.8TEX) 100%CV,13/06/2018,4866
POY 270/48DEN(30TEX) 100%PES SO,13/06/2018,4660
DTY 100/144DEN(11.1TEX) 2H 100%PES SO,13/06/2018,1878
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,13/06/2018,1495
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,14/06/2018,4878
DTY 75/72DEN(8.3TEX) 0T 100%PES SO,15/06/2018,2426
SDY 300/10DEN(33.3TEX) 100%PES SO,16/06/2018,1894
CANCELADO,17/06/2018,4084
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,17/06/2018,1728
ALGODAO PENTEADO 26/1NE(22.7TEX) 100%CO,18/06/2018,3106
CV/PA CONV. 30/1NE(19.8TEX) 70%CV 30%PA,19/06/2018,2425
DTY 75/36DEN(8.3TEX) 100%PES SO,19/06/2018,1077
LINACEO TP 300/216DEN(33.3TEX) 2H 0T 100%PES SO,19/06/2018,2340
ELASTANO 50/5DEN(5.6TEX) 100%PUE SO,19/06/2018,791
PES FIADO OE 40/1NE(14.9TEX) 100%PES,19/06/2018,473
ELASTANO 70DEN(7.8TEX) 100%PUE BR,19/06/2018,3180
SDY 33/10DEN(3.7TEX) 100%PA SO,20/06/2018,533
BAMBOO/CO CONV. 40/1NE(14.9TEX) 70%CV 30%CO,20/06/2018,2058
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,20/06/2018,202
ELASTANO 840DEN(93.3TEX) 100%PUE SO,20/06/2018,1144
DTY 2X70/68DEN(15.6TEX) 100%PA(PA 6) SO,20/06/2018,539
CV/CL/CO CONV. 30/1NE(19.8TEX) 80%CV 10%CL 10%CO,21/06/2018,2289
ELASTANO 19/1DEN(2.1TEX) 100%PUE SO,21/06/2018,3125
DTY 150/108DEN(16.7TEX) LI 100%PES SO,21/06/2018,3003
DTY 75/144DEN(8.3TEX) 2H 100%PES SO,21/06/2018,174
ELASTANO 70DEN(7.8TEX) 100%PUE SO,22/06/2018,4461
DTY FT 70/34DEN(7.8TEX) 100%PA SO,22/06/2018,3539
CV/PES OE 30/1NE(19.8TEX) 96%CV 4%PES,23/06/2018,4765
FITA MX-1/69 64DEN(7.1TEX) 100%PES BR,23/06/2018,1145
POY CATIONICO 130/72DEN(14.4TEX) 100%PES SO,24/06/2018,2058
PES/CV CONV. 40/1NE(14.9TEX) 52%PES 48%CV,25/06/2018,1290
FDY 70/24DEN(7.8TEX) 100%PA SO,26/06/2018,443
ELASTANO 840DEN(93.3TEX) 100%PUE SO,26/06/2018,2306
ESPOL-S 300/144DEN(33.3TEX) 100%PES SO,27/06/2018,3937
MESCLA 150/72DEN(16.7TEX) 800T 100%PES SO,27/06/2018,411
ALGODAO CONV. 30/1NE(19.8TEX) 100%CO,27/06/2018,3228
CV/PES OE 30/1NE(19.8TEX) 55%CV 45%PES,28/06/2018,2047
HMY 150/288DEN(16.7TEX) 100%PES SO,28/06/2018,3543
SDY 33/10DEN(3.7TEX) 100%PA SO,28/06/2018,4198
DTY 70/68DEN(7.8TEX) 100%PA(PA 6) SO,28/06/2018,2447
DTY 70/48DEN(7.8TEX) 100%PA FD,28/06/2018,1372
CV/PES OE 30/1NE(19.8TEX) 96%CV 4%PES,29/06/2018,860
ELASTANO 36DEN(4TEX) 100%PUE SO,29/06/2018,1251
CANCELADO-RESIDUO DE FIO-MX  PES52% PA48% SACOS,29/06/2018,3665
ATY 180/96DEN(20.TEX) 100%PA(PA 6) FD,29/06/2018,3072
GENTOS 65/192DEN(7.2TEX) 100%PES SO,29/06/2018,490
ELASTANO 36DEN(4TEX) 100%PUE SO,30/06/2018,1639
SSY 100/24DEN(11.1TEX) 1350T 100%PES SO,30/06/2018,4842
DTY 300/96DEN(33.3TEX) 0T 100%PES SO,01/07/2018,254
DYE BLUE 90/21DEN(10TEX) 94%PA 6%PUE SO,02/07/2018,1634
PES/CV MVS 20/1NE(29.7TEX) 65%PES 35%CV,02/07/2018,774
DTY 75/72DEN(8.3TEX) HI 100%PES SO,02/07/2018,4340
VISCOSE MVS 40/1NE(14.9TEX) 100%CV,03/07/2018,3662
PES/CV CONV. 30/1NE(19.8TEX) 67%PES 33%CV,03/07/2018,4191
LINACEO TP 150/108DEN(16.7TEX) 2H 0T 100%PES SO,04/07/2018,4097
ATY 160/144DEN(17.7TEX) 100%PA(PA 6) FD,04/07/2018,833
DTY 70/36DEN(7.8TEX) 100%PA SO,04/07/2018,4333
POY 500/96DEN(55.6TEX) 100%PES SO,05/07/2018,4286
DELL 4 90/37DEN(10TEX) 92%PA 8%PUE SO,06/07/2018,2559
PES/CV CONV. 40/1NE(14.9TEX) 65%PES 35%CV,06/07/2018,235
SDY 75/36DEN(8.3TEX) 100%PES BR,07/07/2018,419
FDY 150/96DEN(16.7TEX) 100%PES SO,07/07/2018,890
DTY 75/36DEN(8.3TEX) 100%PES SO,08/07/2018,2619
FIO MX-1/100 DYEING 110DEN(12.2TEX) 55%PES 45%FIBRA METALIZADA BR,09/07/2018,3410
VISCOSE OE 36/1NE(16.5TEX) 100%CV,10/07/2018,2523
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%PES BR,10/07/2018,4431
ELASTANO 30DEN(3.3TEX) 100%PUE BR,11/07/2018,3828
ELASTANO 90/6DEN(10TEX) 100%PUE SO,12/07/2018,3790
LINACEO TP 300/216DEN(33.3TEX) 2H 0T 100%PES SO,12/07/2018,3573
GENTOS 130/384DEN(14.4TEX) 100%PES SO,12/07/2018,2754
NICOMA 20/1NE(29.7TEX) 100%PA SO,12/07/2018,3924
ICESPIN-12 100/24DEN(11.1TEX) 1200T 100%PA SO,13/07/2018,2776
DTY 2X70/68DEN(15.6TEX) HI 100%PA SO,14/07/2018,4444
GENTOS 130/408DEN(14.4TEX) 100%PES SO,15/07/2018,2446
CV/CO CONV. 30/1NE(19.8TEX) 60%CV 40%CO,15/07/2018,2484
ALGODAO PENTEADO 36/1NE(16.5TEX) 100%CO,16/07/2018,2532
PES/CV CONV. 40/1NE(14.9TEX) 65%PES 35%CV,17/07/2018,3537
BAMBOO CONV. 32/1NE(18.6TEX) 100%CV,18/07/2018,573
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,19/07/2018,444
VISCOSE CONV. 30/1NE(19.8TEX) 100%CV,20/07/2018,3932
PN 160/72DEN(17.8TEX) 100%PES SO,20/07/2018,1150
FIO MX-1/139 65DEN(7.2TEX) 52%PA 48%FIBRA METALIZADA BR,21/07/2018,3820
SDY 240/12DEN(26.7TEX) 100%PES BR,22/07/2018,596
VISCOSE FLAME 30/1NE(19.8TEX) 100%CV,22/07/2018,4305
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,23/07/2018,3142
CV/PES OE 30/1NE(19.8TEX) 96%CV 4%PES,24/07/2018,3880
MESCLA 150/72DEN(16.7TEX) 800T 100%PES SO,24/07/2018,3577
DTY 2X70/24DEN(15.6TEX) 100%PA(PA 6) SO,24/07/2018,3668
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,25/07/2018,302
DTY 300/72DEN(33.3TEX) 100%PES SO,26/07/2018,946
SDY 20DEN(2.2TEX) 100%PES SO,26/07/2018,4493
DTY 300/96DEN(33.3TEX) 0T 100%PES SO,26/07/2018,240
POY 250/96DEN(27.8TEX) 100%PES SO,27/07/2018,4649
CV/PES OE 30/1NE(19.8TEX) 92%CV 8%PES,28/07/2018,3877
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA OP,28/07/2018,2316
DTY 190/51DEN(21.1TEX) 1H LI 100%PES SO,28/07/2018,98
CV/PES OE 30/1NE(19.8TEX) 92%CV 8%PES,28/07/2018,719
FIO MX-1/100 102DEN(11.3TEX) 60%PA 40%FIBRA METALIZADA BR,28/07/2018,125
ALGODAO CONV. 40/1NE(14.9TEX) 100%CO,29/07/2018,3088
ELASTANO 40DEN(4.4TEX) 100%PUE BR,29/07/2018,3612
FIO MX-1/100 87DEN(9.7TEX) 52%FIBRA METALIZADA 48%PA BR,29/07/2018,281
CV/PES CONV. 30/1NE(19.8TEX) 90%CV 10%PES,30/07/2018,2778
LINACEO TP 75/72DEN(8.3TEX) 2H 0T 100%PES SO,31/07/2018,2771
ELASTANO 70/5DEN(7.8TEX) 100%PUE SO,31/07/2018,414
DTY 150/108DEN(16.7TEX) 2H MI 100%PES SO,31/07/2018,248
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,01/08/2018,334
ELASTANO 40DEN(4.4TEX) 100%PUE SO,02/08/2018,1337
FIO MX-1/100 110DEN(12.2TEX) 60%PES 40%MT BR,03/08/2018,2139
HMY 100/192DEN(11.1TEX) 100%PES SO,04/08/2018,1417
DTY 75/34DEN(8.3TEX) 2H 0T 100%PES SO,04/08/2018,1892
DTY TP 75/34DEN(8.3TEX) 2H LI 100%PES SO,05/08/2018,3316
DTY 150/48DEN(16.7TEX) 2H 0T 100%PES SO,05/08/2018,3689
PES/CV CONV. 40/1NE(14.9TEX) 65%PES 35%CV,06/08/2018,3401
DTY 70/68DEN(7.8TEX) 100%PA(PA 6) SO,06/08/2018,4865
CV/PES CONV. 30/1NE(19.8TEX) 85%CV 15%PES,06/08/2018,3800
PES/CV MVS 28/1NE(21.2TEX) 67%PES 33%CV,06/08/2018,4152
VISCOSE RS CONV. 30/1NE(19.8TEX) 100%CV,07/08/2018,4210
FIO MX-1/69 108DEN(12TEX) 62%FIBRA METALIZADA 38%PA OP,07/08/2018,461
RESÍDUO DE POY PES100% SACO,08/08/2018,3939
VISCOSE FLAME 30/1NE(19.8TEX) 100%CV,08/08/2018,1107
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,09/08/2018,1385
MIXSPIN 150/96DEN(16.7TEX) 1000T 100%PES SO,09/08/2018,4582
HMY 100/192DEN(11.1TEX) 100%PES SO,10/08/2018,2945
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,11/08/2018,3820
FIO MX-1/69 108DEN(12TEX) 62%PES 38%PA BR,12/08/2018,3497
FIO MX-1/69 108DEN(12TEX) 100%PA BR,13/08/2018,4032
PES/CV CONV. 28/1NE(21.2TEX) 65%PES 35%CV,13/08/2018,1077
FIO MX-1/100 87DEN(9.7TEX) 52%FIBRA METALIZADA 48%PA BR,13/08/2018,2658
POY 250/48DEN(27.8TEX) 100%PES SO,13/08/2018,2373
FIO MX-1/139 65DEN(7.2TEX) 52%PA 48%FIBRA METALIZADA BR,14/08/2018,1506
ALGODAO PENTEADO 26/1NE(22.7TEX) 100%CO,14/08/2018,3305
HMY 150/288DEN(16.7TEX) 100%PES SO,14/08/2018,3771
DTY 150/108DEN(16.7TEX) LI 100%PES SO,14/08/2018,4740
ELASTANO 140DEN(15.6TEX) 100%PUE SO,14/08/2018,2763
PES/CV CONV. 30/1NE(19.8TEX) 67%PES 33%CV,14/08/2018,4628
DTY 150/48DEN(16.7TEX) 2H 0T 100%PES SO,15/08/2018,1457
CV/PES CONV. 30/1NE(19.8TEX) 55%CV 45%PES,16/08/2018,2962
ALGODAO OE 26/1NE(22.7TEX) 100%CO,17/08/2018,4056
CHUVISCO 150/48DEN(16.7TEX) 100%PES SO,17/08/2018,4923
SDY 50/24DEN(5.6TEX) 100%PES SO,18/08/2018,1983
ELASTANO 20DEN(2.2TEX) 100%PUE SO,19/08/2018,4780
SDY 75/24DEN(8.3TEX) 100%PES SO,20/08/2018,162
POY 500/96DEN(55.6TEX) 100%PES SO,21/08/2018,1185
CANCELADO,21/08/2018,1083
ELASTANO 30DEN(3.3TEX) 100%PUE BR,21/08/2018,933
DTY 300/96DEN(33.3TEX) 0T 100%PES SO,21/08/2018,775
CMD/CO CONV. 30/1NE(19.8TEX) 50%CMD 50%CO,22/08/2018,4443
ELASTANO 30DEN(3.3TEX) 100%PUE BR,23/08/2018,4545
LINACEO TP 300/216DEN(33.3TEX) 2H 0T 100%PES SO,23/08/2018,2534
LINACEO 300/192DEN(33.3TEX) 0T 100%PES SO,23/08/2018,652
DTY 150/48DEN(16.7TEX) 100%PES SO,23/08/2018,1679
SSY 100/24DEN(11.1TEX) 100%PES SO,23/08/2018,4718
BAMBOO CONV. 40/1NE(14.9TEX) 100%CV,23/08/2018,2145
PES/CV MVS 20/1NE(29.7TEX) 65%PES 35%CV,23/08/2018,4765
GRACIA 75/36DEN(8.3TEX) 2000T 100%PES SO,24/08/2018,4103
PES/CO/CV FUSION 30/1NE(19.8TEX) 50%PES 37%CO 13%CV,24/08/2018,3349
CO/PES PENTEADO 30/1NE(19.8TEX) 50%CO 50%PES,24/08/2018,2984
FIO MX-1/187 60DEN(6.7TEX) 65%PA 35%FIBRA METALIZADA BR,25/08/2018,4281
